OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"FREGAT DEB","2011-037KC","127.869","3290.122","768.714","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46242U 11037KC  21267.74565924  .00007347  00000-0  16130-1 0  9993","2 46242  51.5746 292.1821 1499490 195.1801 159.8822 11.26155466 45050"
"FREGAT DEB","2011-037KD","148.132","4340.165","1451.220","DEBRIS","CIS","2011-07-18","TTMTR","MEDIUM","1 46243U 11037KD  20260.13661497 -.00000043  00000-0  00000-0 0  9996","2 46243  51.8664 221.5919 1557580 180.0652 180.0070  9.72107365  2708"
"FREGAT DEB","2011-037KE","152.805","4566.921","1612.499","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46244U 11037KE  21161.43158184  .00002709  00000-0  13275+0 0  9992","2 46244  51.1644 128.5024 1560240 130.0933 244.7382  9.42380014 28104"
"FREGAT DEB","2011-037KF","127.019","3245.992","738.256","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46245U 11037KF  21267.41271909  .00043371  00000-0  79518-1 0  9993","2 46245  51.2662 279.5437 1498004 230.0434 115.9099 11.33690336 46182"
"FREGAT DEB","2011-037KG","117.409","2728.535","400.356","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46246U 11037KG  20329.90129343  .04260464  00000-0  51849+0 0  9993","2 46246  51.2685 264.9249 1465631  44.9293 326.1191 12.26479591 12703"
"FREGAT DEB","2011-037KJ","137.120","3910.118","950.263","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46248U 11037KJ  20269.32340856 -.00003740  00000-0 -21071-1 0  9994","2 46248  50.8666 146.0824 1680146 221.4436 124.6210 10.50177538  4849"
"FREGAT DEB","2011-037KK","149.657","4198.342","1720.177","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46249U 11037KK  21214.90743225  .00000023  00000-0  34475-2 0  9999","2 46249  50.5496  43.9536 1327011 202.4263 151.2805  9.62197414 33775"
"FREGAT DEB","2011-037KL","144.851","5012.451","504.046","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46250U 11037KL  21232.19587630 -.00074749  00000-0 -41660-1 0  9999","2 46250  51.3008 295.5655 2467281 271.3329  60.8852  9.94125614 35682"
"FREGAT DEB","2011-037KM","147.475","4387.605","1348.884","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46251U 11037KM  20298.95223796 -.00006799  00000-0 -16157+0 0  9996","2 46251  51.5356 146.3437 1643195 213.4539 135.0971  9.76439190  6414"
"FREGAT DEB","2011-037KN","146.437","4715.421","934.218","DEBRIS","CIS","2011-07-18","TTMTR","MEDIUM","1 46252U 11037KN  21262.27373113 -.00005464  00000-0 -34050-1 0  9995","2 46252  50.6471 256.9431 2054342 340.8081  12.5113  9.83358486 38725"
"FREGAT DEB","2011-037KQ","147.807","4523.300","1240.949","DEBRIS","CIS","2011-07-18","TTMTR","SMALL","1 46254U 11037KQ  20242.21652798 -.00002874  00000-0 -50742-1 0  9995","2 46254  52.0525 251.8545 1772278 140.4959 233.9458  9.74244619   862"
